flight_number,scheduled_departure_date_local,scheduled_departure_datetime_local,scheduled_departure_station_code,scheduled_arrival_station_code,fleet_type,carrier,difficulty_score,difficulty_category,passengers,total_seats,load_factor,total_bags,checked_bags,transfer_bags,hot_transfer_bags,special_service_requests,scheduled_ground_time_minutes,minimum_turn_minutes,ground_buffer
721,2025-08-03,2025-08-03T09:15:00Z,ORD,BOS,B737-MAX9,Mainline,43.0,Medium,240,179,134.1,206,81,22,0,0.0,80,56,24
2677,2025-08-04,2025-08-04T17:56:00Z,ORD,IAD,B757-200,Mainline,47.0,Medium,179,176,101.7,211,65,33,15,0.0,231,122,109
2691,2025-08-11,2025-08-11T08:47:00Z,ORD,EWR,B737-MAX9,Mainline,42.0,Medium,225,179,125.7,234,78,36,6,0.0,147,62,85
533,2025-08-12,2025-08-12T20:13:00Z,ORD,OMA,A320-200,Mainline,48.0,Medium,93,150,62.0,126,9,54,0,0.0,78,46,32
3568,2025-08-06,2025-08-06T10:50:00Z,ORD,YYZ,ERJ-175,Express,49.0,Medium,103,76,135.5,124,18,41,6,0.0,68,42,26
275,2025-08-06,2025-08-06T08:45:00Z,ORD,RAP,A320-200,Mainline,50.0,Medium,163,150,108.7,114,3,46,16,0.0,84,46,38
4491,2025-08-05,2025-08-05T18:30:00Z,ORD,CAE,CRJ-550,Express,33.0,Medium-Low,45,50,90.0,28,4,10,0,0.0,89,29,60
1363,2025-08-04,2025-08-04T12:54:00Z,ORD,LAX,A321-2NX,Mainline,42.0,Medium,223,200,111.5,268,117,16,2,0.0,75,62,13
1989,2025-08-13,2025-08-13T18:20:00Z,ORD,BOS,B737-900,Mainline,56.0,Medium,194,179,108.4,190,41,54,0,0.0,70,56,14
2414,2025-08-15,2025-08-15T10:43:00Z,ORD,BNA,B737-MAX8,Mainline,50.0,Medium,168,166,101.2,185,43,44,11,0.0,69,51,18
669,2025-08-04,2025-08-04T07:10:00Z,ORD,AUS,B737-800,Mainline,37.0,Medium-Low,171,166,103.0,217,84,22,5,0.0,78,57,21
5948,2025-08-10,2025-08-10T15:45:00Z,ORD,BNA,ERJ-175,Express,56.0,Medium,92,76,121.1,92,17,28,2,0.0,51,34,17
5717,2025-08-13,2025-08-13T07:35:00Z,ORD,DTW,ERJ-175,Express,43.0,Medium,89,70,127.1,110,3,51,2,0.0,1119,34,1085
1832,2025-08-01,2025-08-01T07:10:00Z,ORD,CMH,A320-200,Mainline,44.0,Medium,136,150,90.7,250,15,106,8,0.0,594,46,548
4789,2025-08-01,2025-08-01T20:00:00Z,ORD,FAR,ERJ-175,Express,39.0,Medium-Low,52,70,74.3,64,2,30,0,0.0,96,34,62
1069,2025-08-10,2025-08-10T19:40:00Z,ORD,DCA,A319-100,Mainline,44.0,Medium,130,126,103.2,122,30,29,4,0.0,154,43,111
2290,2025-08-12,2025-08-12T12:45:00Z,ORD,DFW,B737-700,Mainline,48.0,Medium,137,126,108.7,162,50,29,4,0.0,68,43,25
2657,2025-08-14,2025-08-14T12:45:00Z,ORD,IAH,B737-MAX9,Mainline,45.0,Medium,198,179,110.6,258,70,52,14,0.0,94,56,38
2225,2025-08-05,2025-08-05T09:15:00Z,ORD,PHX,B737-900,Mainline,49.0,Medium,198,179,110.6,222,82,29,0,0.0,70,56,14
1803,2025-08-01,2025-08-01T10:44:00Z,ORD,DEN,A321-2NX,Mainline,45.0,Medium,222,200,111.0,291,104,40,3,0.0,82,62,20
5731,2025-08-13,2025-08-13T11:01:00Z,ORD,STL,ERJ-175,Express,47.0,Medium,85,76,111.8,124,22,40,0,0.0,100,34,66
5100,2025-08-14,2025-08-14T17:00:00Z,ORD,DEC,CRJ-200,Express,47.0,Medium,36,50,72.0,72,16,20,0,0.0,53,29,24
5269,2025-08-06,2025-08-06T13:55:00Z,ORD,PIA,CRJ-200,Express,37.0,Medium-Low,47,50,94.0,108,20,33,2,0.0,110,29,81
5230,2025-08-10,2025-08-10T14:00:00Z,ORD,CRW,CRJ-550,Express,59.0,Medium,53,50,106.0,68,7,24,6,0.0,45,29,16
5253,2025-08-08,2025-08-08T19:42:00Z,ORD,FCA,ERJ-175,Express,50.0,Medium,78,76,102.6,88,15,26,6,0.0,47,34,13
4188,2025-08-10,2025-08-10T18:10:00Z,ORD,GSO,CRJ-550,Express,48.0,Medium,48,50,96.0,75,5,31,3,0.0,356,29,327
2038,2025-08-11,2025-08-11T07:15:00Z,ORD,BUF,A319-100,Mainline,38.0,Medium-Low,104,126,82.5,119,13,43,7,0.0,599,43,556
5763,2025-08-10,2025-08-10T12:45:00Z,ORD,TUL,ERJ-175,Express,55.0,Medium,84,76,110.5,103,15,34,5,0.0,47,34,13
5314,2025-08-06,2025-08-06T19:40:00Z,ORD,LNK,CRJ-550,Express,43.0,Medium,40,50,80.0,53,2,20,9,0.0,64,29,35
5712,2025-08-13,2025-08-13T13:55:00Z,ORD,GSP,ERJ-175,Express,46.0,Medium,87,76,114.5,126,28,26,18,0.0,76,34,42
5420,2025-08-01,2025-08-01T15:35:00Z,ORD,MLI,CRJ-200,Express,41.0,Medium,62,50,124.0,70,16,17,4,0.0,58,29,29
5836,2025-08-11,2025-08-11T10:35:00Z,ORD,TYS,CRJ-550,Express,42.0,Medium,51,50,102.0,89,22,20,5,0.0,165,29,136
5737,2025-08-14,2025-08-14T21:12:00Z,ORD,OMA,ERJ-175,Express,40.0,Medium-Low,31,76,40.8,68,3,26,10,0.0,146,34,112
4571,2025-08-03,2025-08-03T20:00:00Z,ORD,XNA,CRJ-550,Express,45.0,Medium,59,50,118.0,64,7,25,0,0.0,85,29,56
944,2025-08-02,2025-08-02T15:10:00Z,ORD,FRA,B787-10,Mainline,39.0,Medium-Low,341,318,107.2,614,121,185,2,0.0,1635,155,1480
2100,2025-08-11,2025-08-11T13:11:00Z,ORD,SLC,B737-800,Mainline,48.0,Medium,193,166,116.3,205,55,45,5,0.0,68,51,17
929,2025-08-08,2025-08-08T16:05:00Z,ORD,LHR,B767-300,Mainline,75.0,Medium-High,186,167,111.4,242,74,47,0,0.0,115,145,-30
5999,2025-08-01,2025-08-01T13:20:00Z,ORD,OKC,ERJ-175,Express,39.0,Medium-Low,70,70,100.0,79,9,30,1,0.0,92,34,58
708,2025-08-07,2025-08-07T08:51:00Z,ORD,MCI,A319-100,Mainline,51.0,Medium,140,126,111.1,145,28,40,9,0.0,54,43,11
4568,2025-08-05,2025-08-05T10:35:00Z,ORD,SCE,CRJ-550,Express,38.0,Medium-Low,39,50,78.0,25,1,10,3,0.0,43,29,14
2370,2025-08-03,2025-08-03T14:28:00Z,ORD,BOS,B737-900,Mainline,37.0,Medium-Low,208,179,116.2,188,67,26,2,0.0,82,56,26
3610,2025-08-10,2025-08-10T10:39:00Z,ORD,YQB,ERJ-175,Express,38.0,Medium-Low,70,76,92.1,69,10,21,7,0.0,64,42,22
1793,2025-08-11,2025-08-11T08:50:00Z,ORD,MSP,A319-100,Mainline,34.0,Medium-Low,126,126,100.0,77,23,13,5,0.0,75,43,32
5821,2025-08-01,2025-08-01T08:54:00Z,ORD,MKE,CRJ-200,Express,45.0,Medium,47,50,94.0,119,18,37,9,0.0,62,29,33
695,2025-08-05,2025-08-05T18:03:00Z,ORD,SJU,B737-MAX9,Mainline,75.0,Medium-High,242,179,135.2,330,59,93,26,0.0,63,56,7
1358,2025-08-08,2025-08-08T07:00:00Z,ORD,RDU,A319-100,Mainline,30.0,Medium-Low,74,126,58.7,87,13,28,5,0.0,2195,43,2152
1815,2025-08-11,2025-08-11T10:50:00Z,ORD,MSY,A320-200,Mainline,42.0,Medium,163,150,108.7,189,59,35,1,0.0,66,46,20
4613,2025-08-11,2025-08-11T09:05:00Z,ORD,STL,CRJ-550,Express,40.0,Medium-Low,50,50,100.0,77,3,35,1,0.0,72,29,43
912,2025-08-13,2025-08-13T21:10:00Z,ORD,KEF,B757-200,Mainline,57.0,Medium,172,176,97.7,396,39,154,10,0.0,150,75,75
617,2025-08-01,2025-08-01T18:35:00Z,ORD,CLT,B737-800,Mainline,43.0,Medium,142,166,85.5,192,34,62,0,0.0,90,51,39
695,2025-08-06,2025-08-06T18:03:00Z,ORD,SJU,B737-900,Mainline,62.0,Medium-High,198,179,110.6,246,64,51,16,0.0,71,56,15
845,2025-08-08,2025-08-08T21:20:00Z,ORD,GRU,B787-10,Mainline,59.0,Medium,344,318,108.2,924,138,305,38,0.0,360,155,205
1980,2025-08-08,2025-08-08T06:00:00Z,ORD,LGA,B737-800,Mainline,31.0,Medium-Low,178,166,107.2,105,40,12,1,0.0,468,51,417
5290,2025-08-13,2025-08-13T19:45:00Z,ORD,BOI,ERJ-175,Express,38.0,Medium-Low,65,70,92.9,105,24,26,5,0.0,81,34,47
4519,2025-08-14,2025-08-14T18:20:00Z,ORD,SCE,CRJ-550,Express,59.0,Medium,52,50,104.0,90,1,44,0,0.0,75,29,46
2653,2025-08-13,2025-08-13T10:37:00Z,ORD,RDU,B737-MAX9,Mainline,47.0,Medium,215,179,120.1,300,79,66,10,0.0,667,56,611
695,2025-08-11,2025-08-11T18:03:00Z,ORD,SJU,B737-MAX9,Mainline,38.0,Medium-Low,131,179,73.2,155,23,47,15,0.0,93,56,37
4425,2025-08-08,2025-08-08T14:00:00Z,ORD,GRR,CRJ-550,Express,51.0,Medium,58,50,116.0,110,5,44,12,0.0,106,29,77
1580,2025-08-10,2025-08-10T19:35:00Z,ORD,YVR,B737-900,Mainline,75.0,Medium-High,196,179,109.5,263,57,63,23,0.0,65,70,-5
2008,2025-08-15,2025-08-15T11:02:00Z,ORD,MCO,B757-300,Mainline,54.0,Medium,294,234,125.6,264,76,56,0,0.0,81,66,15
2200,2025-08-09,2025-08-09T21:16:00Z,ORD,SEA,B737-MAX8,Mainline,58.0,Medium,189,166,113.9,189,21,69,9,0.0,63,51,12
1377,2025-08-05,2025-08-05T11:20:00Z,ORD,MYR,B737-700,Mainline,40.0,Medium-Low,179,126,142.1,132,56,10,0,0.0,111,43,68
3635,2025-08-13,2025-08-13T21:20:00Z,ORD,MSN,ERJ-170,Express,42.0,Medium,67,70,95.7,85,0,39,7,0.0,166,34,132
5425,2025-08-06,2025-08-06T13:11:00Z,ORD,STL,CRJ-550,Express,37.0,Medium-Low,49,50,98.0,67,9,23,3,0.0,70,29,41
1044,2025-08-13,2025-08-13T09:05:00Z,ORD,LAX,B757-300,Mainline,39.0,Medium-Low,242,234,103.4,311,60,93,5,0.0,984,66,918
4529,2025-08-12,2025-08-12T08:55:00Z,ORD,SGF,CRJ-550,Express,37.0,Medium-Low,45,50,90.0,86,12,30,2,0.0,50,29,21
1776,2025-08-14,2025-08-14T18:20:00Z,ORD,PHL,B737-800,Mainline,44.0,Medium,186,166,112.0,192,49,47,0,0.0,75,51,24
2251,2025-08-13,2025-08-13T10:35:00Z,ORD,PIT,A319-100,Mainline,60.0,Medium,136,126,107.9,211,27,74,9,0.0,63,43,20
5260,2025-08-04,2025-08-04T08:54:00Z,ORD,FSD,CRJ-550,Express,38.0,Medium-Low,52,50,104.0,58,8,20,2,0.0,68,29,39
2635,2025-08-09,2025-08-09T14:06:00Z,ORD,CLT,A319-100,Mainline,68.0,Medium-High,156,126,123.8,208,37,65,4,0.0,51,43,8
4645,2025-08-01,2025-08-01T11:05:00Z,ORD,FWA,CRJ-200,Express,46.0,Medium,50,50,100.0,98,19,30,0,0.0,88,29,59
5136,2025-08-03,2025-08-03T07:45:00Z,ORD,DEC,CRJ-200,Express,25.0,Medium-Low,9,50,18.0,32,3,13,0,0.0,779,29,750
5121,2025-08-01,2025-08-01T07:45:00Z,ORD,FOD,CRJ-200,Express,19.0,Low,9,50,18.0,22,8,3,0,0.0,52,29,23
5136,2025-08-10,2025-08-10T07:45:00Z,ORD,DEC,CRJ-200,Express,18.0,Low,6,50,12.0,6,0,3,0,0.0,52,29,23
5121,2025-08-04,2025-08-04T07:45:00Z,ORD,FOD,CRJ-200,Express,17.0,Low,5,50,10.0,4,0,2,0,0.0,680,29,651
5136,2025-08-05,2025-08-05T07:45:00Z,ORD,DEC,CRJ-200,Express,20.0,Low,8,50,16.0,20,6,4,0,0.0,52,29,23
5121,2025-08-10,2025-08-10T07:45:00Z,ORD,FOD,CRJ-200,Express,42.0,Medium,8,50,16.0,10,2,3,0,0.0,12,29,-17
5121,2025-08-08,2025-08-08T07:45:00Z,ORD,FOD,CRJ-200,Express,22.0,Medium-Low,8,50,16.0,26,5,8,0,0.0,85,29,56
5652,2025-08-08,2025-08-08T19:38:00Z,ORD,GEG,ERJ-175,Express,50.0,Medium,75,76,98.7,54,11,14,4,0.0,43,34,9
476,2025-08-15,2025-08-15T10:53:00Z,ORD,CVG,A319-100,Mainline,61.0,Medium-High,119,126,94.4,133,44,22,1,0.0,-52,43,-95
1859,2025-08-04,2025-08-04T16:50:00Z,ORD,SNA,B737-700,Mainline,41.0,Medium,151,126,119.8,176,73,15,0,0.0,65,43,22
2653,2025-08-04,2025-08-04T10:52:00Z,ORD,RDU,B737-MAX9,Mainline,39.0,Medium-Low,186,179,103.9,161,62,18,1,0.0,69,56,13
1495,2025-08-02,2025-08-02T21:10:00Z,ORD,TVC,B737-MAX9,Mainline,65.0,Medium-High,224,179,125.1,300,10,105,70,0.0,68,56,12
5375,2025-08-01,2025-08-01T08:50:00Z,ORD,GRB,CRJ-200,Express,51.0,Medium,54,50,108.0,106,20,30,6,0.0,45,29,16
2004,2025-08-05,2025-08-05T13:45:00Z,ORD,SYR,A320-200,Mainline,61.0,Medium-High,156,150,104.0,196,31,58,18,0.0,63,46,17
1612,2025-08-02,2025-08-02T20:00:00Z,ORD,MEM,B737-700,Mainline,51.0,Medium,147,126,116.7,258,10,119,0,0.0,65,43,22
2333,2025-08-01,2025-08-01T10:46:00Z,ORD,BWI,B737-900,Mainline,45.0,Medium,205,179,114.5,230,54,53,16,0.0,192,56,136
2189,2025-08-10,2025-08-10T13:00:00Z,ORD,LGA,B737-800,Mainline,40.0,Medium-Low,190,166,114.5,125,50,12,1,0.0,71,51,20
276,2025-08-11,2025-08-11T21:31:00Z,ORD,IAD,A321-2NX,Mainline,65.0,Medium-High,265,200,132.5,230,43,72,0,0.0,72,62,10
1823,2025-08-11,2025-08-11T07:10:00Z,ORD,IAH,A321-2NX,Mainline,32.0,Medium-Low,222,200,111.0,150,69,6,0,0.0,431,62,369
2154,2025-08-11,2025-08-11T18:25:00Z,ORD,ROC,B737-900,Mainline,66.0,Medium-High,175,179,97.8,227,7,106,1,0.0,-120,56,-176
1878,2025-08-05,2025-08-05T12:46:00Z,ORD,SFO,A321-2NX,Mainline,78.0,Medium-High,261,200,130.5,363,118,55,17,0.0,-28,62,-90
5138,2025-08-12,2025-08-12T21:13:00Z,ORD,MGW,CRJ-200,Express,29.0,Medium-Low,19,50,38.0,54,7,18,4,0.0,353,29,324
5292,2025-08-06,2025-08-06T08:45:00Z,ORD,MTY,ERJ-175,Express,40.0,Medium-Low,80,76,105.3,92,34,8,8,0.0,741,42,699
4780,2025-08-10,2025-08-10T11:00:00Z,ORD,CAK,CRJ-550,Express,74.0,Medium-High,57,50,114.0,70,12,23,0,0.0,-58,29,-87
5380,2025-08-05,2025-08-05T07:12:00Z,ORD,MSY,ERJ-175,Express,35.0,Medium-Low,77,76,101.3,123,39,22,1,0.0,647,34,613
2657,2025-08-07,2025-08-07T12:45:00Z,ORD,IAH,B737-MAX9,Mainline,55.0,Medium,195,179,108.9,288,77,60,14,0.0,94,56,38
3525,2025-08-07,2025-08-07T16:43:00Z,ORD,YYZ,ERJ-175,Express,45.0,Medium,81,76,106.6,68,11,21,4,0.0,58,42,16
4491,2025-08-14,2025-08-14T18:30:00Z,ORD,CAE,CRJ-550,Express,47.0,Medium,51,50,102.0,68,21,13,0,0.0,80,29,51
4590,2025-08-04,2025-08-04T16:45:00Z,ORD,MDT,CRJ-550,Express,36.0,Medium-Low,46,50,92.0,59,8,20,3,0.0,50,29,21
3655,2025-08-15,2025-08-15T12:50:00Z,ORD,PIT,ERJ-175,Express,46.0,Medium,75,76,98.7,101,20,28,5,0.0,51,34,17
288,2025-08-03,2025-08-03T18:05:00Z,ORD,SNN,B757-200,Mainline,50.0,Medium,204,176,115.9,327,65,90,17,0.0,212,75,137
3654,2025-08-11,2025-08-11T13:11:00Z,ORD,STL,ERJ-175,Express,37.0,Medium-Low,82,76,107.9,105,18,34,1,0.0,66,34,32
503,2025-08-14,2025-08-14T14:35:00Z,ORD,DEN,B757-300,Mainline,46.0,Medium,253,234,108.1,283,84,48,19,0.0,118,66,52
5565,2025-08-08,2025-08-08T14:04:00Z,ORD,CHO,CRJ-550,Express,53.0,Medium,47,50,94.0,67,13,19,3,0.0,41,29,12
5219,2025-08-11,2025-08-11T14:08:00Z,ORD,TYS,ERJ-175,Express,36.0,Medium-Low,63,70,90.0,79,17,20,5,0.0,62,34,28
5536,2025-08-04,2025-08-04T13:30:00Z,ORD,SAT,ERJ-175,Express,66.0,Medium-High,94,76,123.7,120,37,23,0,0.0,20,34,-14
5534,2025-08-13,2025-08-13T16:00:00Z,ORD,OMA,ERJ-175,Express,50.0,Medium,93,76,122.4,164,28,54,0,0.0,70,34,36
4718,2025-08-03,2025-08-03T14:30:00Z,ORD,DAY,CRJ-550,Express,51.0,Medium,54,50,108.0,108,2,52,0,0.0,75,29,46
4571,2025-08-06,2025-08-06T20:00:00Z,ORD,XNA,CRJ-550,Express,37.0,Medium-Low,43,50,86.0,28,1,13,0,0.0,65,29,36
5565,2025-08-03,2025-08-03T14:04:00Z,ORD,CHO,CRJ-550,Express,45.0,Medium,54,50,108.0,77,9,25,9,0.0,126,29,97
5230,2025-08-08,2025-08-08T14:00:00Z,ORD,CRW,CRJ-550,Express,53.0,Medium,55,50,110.0,60,5,23,4,0.0,45,29,16
5020,2025-08-10,2025-08-10T12:30:00Z,ORD,FOD,CRJ-200,Express,39.0,Medium-Low,35,50,70.0,50,5,19,2,0.0,40,29,11
5320,2025-08-13,2025-08-13T19:40:00Z,ORD,MKE,CRJ-200,Express,37.0,Medium-Low,37,50,74.0,71,16,16,7,0.0,54,29,25
980,2025-08-13,2025-08-13T20:15:00Z,ORD,DUB,B787-8,Mainline,56.0,Medium,276,243,113.6,468,114,120,0,0.0,1565,150,1415
2385,2025-08-07,2025-08-07T08:50:00Z,ORD,MSO,B737-800,Mainline,46.0,Medium,193,166,116.3,201,26,64,21,0.0,954,51,903
5841,2025-08-04,2025-08-04T12:45:00Z,ORD,MEM,ERJ-175,Express,52.0,Medium,72,70,102.9,108,20,27,14,0.0,57,34,23
2414,2025-08-07,2025-08-07T10:43:00Z,ORD,BNA,B737-MAX8,Mainline,34.0,Medium-Low,161,166,97.0,149,41,32,3,0.0,993,114,879
2323,2025-08-13,2025-08-13T09:15:00Z,ORD,MCO,A321-2NX,Mainline,54.0,Medium,339,200,169.5,262,90,41,0,0.0,556,62,494
265,2025-08-04,2025-08-04T17:55:00Z,ORD,YYZ,A319-100,Mainline,47.0,Medium,126,126,100.0,113,38,15,7,0.0,68,52,16
2361,2025-08-14,2025-08-14T07:10:00Z,ORD,LAX,B757-300,Mainline,40.0,Medium-Low,141,234,60.3,164,55,21,12,0.0,456,66,390
4542,2025-08-08,2025-08-08T20:05:00Z,ORD,LIT,CRJ-550,Express,36.0,Medium-Low,46,50,92.0,63,1,30,1,0.0,85,29,56
5836,2025-08-08,2025-08-08T10:35:00Z,ORD,TYS,CRJ-550,Express,45.0,Medium,54,50,108.0,72,12,19,10,0.0,56,29,27
2243,2025-08-15,2025-08-15T18:20:00Z,ORD,RIC,A320-200,Mainline,50.0,Medium,162,150,108.0,158,12,67,0,0.0,86,46,40
5353,2025-08-04,2025-08-04T09:05:00Z,ORD,GRR,CRJ-550,Express,34.0,Medium-Low,46,50,92.0,36,1,16,2,0.0,92,29,63
5292,2025-08-07,2025-08-07T08:45:00Z,ORD,MTY,ERJ-175,Express,41.0,Medium,83,76,109.2,117,43,12,7,0.0,3630,42,3588
1239,2025-08-02,2025-08-02T14:07:00Z,ORD,ROC,A320-200,Mainline,50.0,Medium,195,150,130.0,231,26,79,21,0.0,113,46,67
1599,2025-08-03,2025-08-03T08:45:00Z,ORD,DEN,B777-2HD,Mainline,47.0,Medium,462,364,126.9,521,151,93,33,0.0,186,93,93
5795,2025-08-14,2025-08-14T09:00:00Z,ORD,TUL,ERJ-175,Express,38.0,Medium-Low,80,76,105.3,125,9,53,1,0.0,55,34,21
4476,2025-08-11,2025-08-11T13:55:00Z,ORD,CAE,CRJ-550,Express,51.0,Medium,50,50,100.0,62,3,25,6,0.0,101,29,72
5337,2025-08-12,2025-08-12T14:00:00Z,ORD,ROA,ERJ-175,Express,48.0,Medium,76,76,100.0,84,9,31,4,0.0,55,34,21
5020,2025-08-12,2025-08-12T12:30:00Z,ORD,FOD,CRJ-200,Express,32.0,Medium-Low,13,50,26.0,34,7,10,0,0.0,40,29,11
1041,2025-08-06,2025-08-06T15:35:00Z,ORD,GRR,B737-700,Mainline,54.0,Medium,137,126,108.7,154,7,63,14,0.0,57,43,14
4563,2025-08-08,2025-08-08T12:45:00Z,ORD,FSD,CRJ-550,Express,39.0,Medium-Low,50,50,100.0,65,12,18,5,0.0,74,29,45
468,2025-08-05,2025-08-05T06:00:00Z,ORD,IAH,B737-MAX9,Mainline,46.0,Medium,216,179,120.7,314,147,10,0,0.0,78,62,16
2148,2025-08-05,2025-08-05T19:40:00Z,ORD,SAT,A320-200,Mainline,52.0,Medium,154,150,102.7,189,33,56,11,0.0,60,46,14
1492,2025-08-10,2025-08-10T21:20:00Z,ORD,CMH,B737-800,Mainline,50.0,Medium,146,166,88.0,148,9,59,12,0.0,80,51,29
5490,2025-08-09,2025-08-09T07:04:00Z,ORD,YYZ,ERJ-175,Express,43.0,Medium,61,70,87.1,59,11,16,5,0.0,639,42,597
5395,2025-08-11,2025-08-11T13:44:00Z,ORD,GSO,ERJ-175,Express,36.0,Medium-Low,67,70,95.7,113,39,16,3,0.0,116,34,82
5398,2025-08-04,2025-08-04T10:55:00Z,ORD,IND,ERJ-175,Express,38.0,Medium-Low,76,76,100.0,115,16,40,3,0.0,84,39,45
4748,2025-08-03,2025-08-03T20:20:00Z,ORD,ATW,CRJ-550,Express,38.0,Medium-Low,39,50,78.0,38,1,18,0,0.0,89,29,60
1658,2025-08-12,2025-08-12T06:00:00Z,ORD,EWR,B737-900,Mainline,29.0,Medium-Low,117,179,65.4,102,41,8,4,0.0,504,56,448
5353,2025-08-11,2025-08-11T09:05:00Z,ORD,GRR,CRJ-550,Express,38.0,Medium-Low,45,50,90.0,66,1,30,4,0.0,768,29,739
4474,2025-08-15,2025-08-15T07:25:00Z,ORD,AVL,CRJ-550,Express,50.0,Medium,47,50,94.0,51,12,13,1,0.0,48,29,19
1077,2025-08-06,2025-08-06T06:00:00Z,ORD,DCA,B737-800,Mainline,22.0,Medium-Low,48,166,28.9,22,0,11,0,0.0,531,51,480
1612,2025-08-13,2025-08-13T20:00:00Z,ORD,MEM,B737-700,Mainline,33.0,Medium-Low,55,126,43.7,82,12,29,0,0.0,105,43,62
5272,2025-08-01,2025-08-01T10:35:00Z,ORD,MSN,CRJ-550,Express,75.0,Medium-High,44,50,88.0,105,0,41,23,0.0,-83,29,-112
5841,2025-08-01,2025-08-01T12:45:00Z,ORD,MEM,ERJ-175,Express,41.0,Medium,75,70,107.1,100,20,27,6,0.0,171,34,137
4636,2025-08-01,2025-08-01T17:50:00Z,ORD,SBN,CRJ-550,Express,53.0,Medium,49,50,98.0,79,2,32,11,0.0,51,29,22
1077,2025-08-08,2025-08-08T06:00:00Z,ORD,DCA,B737-800,Mainline,16.0,Low,42,166,25.3,11,1,4,1,0.0,370,51,319
1580,2025-08-05,2025-08-05T19:35:00Z,ORD,YVR,B737-800,Mainline,50.0,Medium,201,166,121.1,230,25,71,38,0.0,90,65,25
5253,2025-08-02,2025-08-02T19:42:00Z,ORD,FCA,ERJ-175,Express,59.0,Medium,92,76,121.1,102,4,42,10,0.0,75,34,41
2628,2025-08-11,2025-08-11T21:30:00Z,ORD,BNA,B737-900,Mainline,35.0,Medium-Low,100,179,55.9,122,21,40,0,0.0,157,56,101
764,2025-08-14,2025-08-14T08:45:00Z,ORD,YYC,B737-700,Mainline,45.0,Medium,129,126,102.4,185,30,54,17,0.0,1396,52,1344
5108,2025-08-08,2025-08-08T16:45:00Z,ORD,SLN,CRJ-200,Express,35.0,Medium-Low,35,50,70.0,80,22,18,0,0.0,1960,29,1931
4546,2025-08-15,2025-08-15T18:35:00Z,ORD,AVP,CRJ-550,Express,45.0,Medium,58,50,116.0,68,8,26,0,0.0,95,29,66
5382,2025-08-03,2025-08-03T15:35:00Z,ORD,FWA,CRJ-200,Express,35.0,Medium-Low,45,50,90.0,69,7,27,1,0.0,79,29,50
5646,2025-08-13,2025-08-13T13:59:00Z,ORD,ATW,CRJ-200,Express,49.0,Medium,59,50,118.0,104,11,33,16,0.0,131,29,102
5344,2025-08-06,2025-08-06T11:05:00Z,ORD,MBS,CRJ-200,Express,34.0,Medium-Low,37,50,74.0,79,15,23,3,0.0,106,29,77
1779,2025-08-08,2025-08-08T21:32:00Z,ORD,BOS,B737-900,Mainline,35.0,Medium-Low,53,179,29.6,54,4,23,0,0.0,69,56,13
4491,2025-08-11,2025-08-11T18:30:00Z,ORD,CAE,CRJ-550,Express,46.0,Medium,50,50,100.0,76,4,34,0,0.0,80,29,51
2369,2025-08-06,2025-08-06T08:50:00Z,ORD,AUS,B737-900,Mainline,52.0,Medium,131,179,73.2,144,35,30,14,0.0,62,56,6
4426,2025-08-13,2025-08-13T10:35:00Z,ORD,BUF,CRJ-550,Express,54.0,Medium,53,50,106.0,84,10,26,12,0.0,47,29,18
1030,2025-08-11,2025-08-11T19:35:00Z,ORD,ABQ,A319-100,Mainline,48.0,Medium,120,126,95.2,168,30,46,16,0.0,79,43,36
1848,2025-08-14,2025-08-14T10:35:00Z,ORD,ATL,B737-700,Mainline,38.0,Medium-Low,146,126,115.9,166,59,22,4,0.0,65,43,22
587,2025-08-14,2025-08-14T14:07:00Z,ORD,YUL,B737-MAX8,Mainline,65.0,Medium-High,183,166,110.2,161,31,42,15,0.0,73,65,8
1100,2025-08-07,2025-08-07T07:10:00Z,ORD,PDX,A321-2NX,Mainline,53.0,Medium,257,200,128.5,250,79,36,20,0.0,112,68,44
5314,2025-08-10,2025-08-10T19:40:00Z,ORD,LNK,CRJ-550,Express,63.0,Medium-High,48,50,96.0,84,3,32,14,0.0,49,29,20
4390,2025-08-15,2025-08-15T14:09:00Z,ORD,CHA,CRJ-550,Express,42.0,Medium,41,50,82.0,58,15,13,2,0.0,54,29,25
3409,2025-08-04,2025-08-04T13:56:00Z,ORD,YOW,ERJ-175,Express,66.0,Medium-High,80,76,105.3,225,18,88,13,0.0,50,42,8
1778,2025-08-02,2025-08-02T08:50:00Z,ORD,OMA,A319-100,Mainline,67.0,Medium-High,145,126,115.1,158,15,55,18,0.0,51,51,0
5099,2025-08-04,2025-08-04T12:40:00Z,ORD,CIU,CRJ-200,Express,48.0,Medium,47,50,94.0,84,17,23,4,0.0,70,29,41
2323,2025-08-04,2025-08-04T09:15:00Z,ORD,MCO,A321-2NX,Mainline,39.0,Medium-Low,225,200,112.5,184,69,23,0,0.0,86,62,24
265,2025-08-10,2025-08-10T17:55:00Z,ORD,YYZ,A319-100,Mainline,50.0,Medium,125,126,99.2,145,47,22,7,0.0,68,52,16
1044,2025-08-11,2025-08-11T09:05:00Z,ORD,LAX,B757-300,Mainline,47.0,Medium,265,234,113.2,374,132,55,0,0.0,486,66,420
1044,2025-08-12,2025-08-12T09:05:00Z,ORD,LAX,B757-300,Mainline,43.0,Medium,232,234,99.1,317,61,93,9,0.0,486,66,420
